Term	odds_ratio	Category	SampleID	CpGType	pvalue	EnrichType	-log10(Pval)
MXI1	0.0670	TFBSrm	Luo2022	Negative	0.0	Depletion	21.966536033922594
CERS6	0.2394	TFBSrm	Luo2022	Negative	0.0	Depletion	21.906543292501397
PHF20	0.1860	TFBSrm	Luo2022	Negative	0.0	Depletion	21.37674036938039
ARNT	0.1951	TFBSrm	Luo2022	Negative	0.0	Depletion	20.966572223286466
APC	0.6365	TFBSrm	Luo2022	Negative	0.0	Depletion	20.6307822866345
ZNF704	0.0830	TFBSrm	Luo2022	Negative	3.33e-165	Depletion	20.307152199801795
BCOR	0.2191	TFBSrm	Luo2022	Negative	0.0	Depletion	20.224753011578358
SPIN1	0.0182	TFBSrm	Luo2022	Negative	0.0	Depletion	19.684029444739036
MYC-DAXX	0.1119	TFBSrm	Luo2022	Negative	0.0	Depletion	19.34486146910578
ZBTB10	0.3404	TFBSrm	Luo2022	Negative	0.0	Depletion	18.801342885558586
GTF3C2	0.8249	TFBSrm	Luo2022	Negative	1.49e-134	Depletion	18.494850008108394
ZNF426	0.6131	TFBSrm	Luo2022	Negative	1.22e-69	Depletion	18.12959608886795
ZNF737	0.6474	TFBSrm	Luo2022	Negative	2.6e-299	Depletion	17.892790026959204
MAF	0.7667	TFBSrm	Luo2022	Negative	0.0	Depletion	17.692503959947405
E2F4	0.0928	TFBSrm	Luo2022	Negative	0.0	Depletion	17.598599457495066
ELK1	0.3020	TFBSrm	Luo2022	Negative	0.0	Depletion	17.008330992177346
DEK	0.9518	TFBSrm	Luo2022	Negative	3.65e-11	Depletion	16.856985199433463
GTF3C5	0.3491	TFBSrm	Luo2022	Negative	8.59e-184	Depletion	16.718966632524893
TAF3	0.2242	TFBSrm	Luo2022	Negative	0.0	Depletion	16.71219826984591
GATAD2A	0.6269	TFBSrm	Luo2022	Negative	5.4399999999999996e-90	Depletion	16.703334809519127
GLIS2	0.3279	TFBSrm	Luo2022	Negative	0.0	Depletion	16.514278573376494
PRDM2	0.4141	TFBSrm	Luo2022	Negative	1.99e-37	Depletion	16.11633856478961
ZNF383	0.3703	TFBSrm	Luo2022	Negative	2.74e-84	Depletion	15.935542010735642
TAF15	0.6036	TFBSrm	Luo2022	Negative	0.0	Depletion	15.774690718248287
ZNF512B	0.5255	TFBSrm	Luo2022	Negative	0.0	Depletion	15.643974142787746
LIN54	0.4525	TFBSrm	Luo2022	Negative	0.0	Depletion	15.60032627850166
SOX9	0.4126	TFBSrm	Luo2022	Negative	0.0	Depletion	15.539102157228424
CDKN1B	0.9129	TFBSrm	Luo2022	Negative	1.17e-96	Depletion	15.49757288000191
SOX13	0.9168	TFBSrm	Luo2022	Negative	5.31e-08	Depletion	15.301029995655295
ZNF626	0.4561	TFBSrm	Luo2022	Negative	4.6e-91	Depletion	15.176525770823178
GATA4	0.9202	TFBSrm	Luo2022	Negative	4.03e-22	Depletion	15.110698297488087
CSNK2A1	0.2655	TFBSrm	Luo2022	Negative	0.0	Depletion	14.812479279160717
ZIC2	0.3628	TFBSrm	Luo2022	Negative	0.0	Depletion	14.75202673363574
SFPQ	0.5044	TFBSrm	Luo2022	Negative	0.0	Depletion	14.679853713886867
EGR1	0.2383	TFBSrm	Luo2022	Negative	0.0	Depletion	14.645891560850677
ZFP41	0.4236	TFBSrm	Luo2022	Negative	2.87e-09	Depletion	14.539102157241949
COBLL1	0.6293	TFBSrm	Luo2022	Negative	2.98e-22	Depletion	14.51855737149626
ZNF598	0.6902	TFBSrm	Luo2022	Negative	0.0	Depletion	14.189767482004244
EZH1	0.5721	TFBSrm	Luo2022	Negative	0.0	Depletion	14.085128182459421
GFI1B	0.8101	TFBSrm	Luo2022	Negative	2.4599999999999997e-221	Depletion	13.286509456905973
EP400	0.4197	TFBSrm	Luo2022	Negative	0.0	Depletion	13.282329496997654
YAP1	0.5509	TFBSrm	Luo2022	Negative	0.0	Depletion	12.954677021213303
RYBP	0.5745	TFBSrm	Luo2022	Negative	0.0	Depletion	12.73518217699044
ETV1	0.8234	TFBSrm	Luo2022	Negative	4.59e-87	Depletion	12.679853713888924
CTCFL	0.3717	TFBSrm	Luo2022	Negative	0.0	Depletion	12.411168274405782
TFIIIC	0.3874	TFBSrm	Luo2022	Negative	0.0	Depletion	12.348721986001847
U2AF1	0.6375	TFBSrm	Luo2022	Negative	0.0	Depletion	12.297569463554465
ZNF785	0.2508	TFBSrm	Luo2022	Negative	0.0	Depletion	12.193141970481175
ZNF860	0.3661	TFBSrm	Luo2022	Negative	1.9400000000000002e-33	Depletion	12.074687908500346
BRD3	0.1440	TFBSrm	Luo2022	Negative	0.0	Depletion	11.982966660701216
NFE2	0.9583	TFBSrm	Luo2022	Negative	4.13e-12	Depletion	11.954677021213339
DUX4	0.9036	TFBSrm	Luo2022	Negative	2.58e-10	Depletion	11.795880017344073
ZNF770	0.7545	TFBSrm	Luo2022	Negative	0.0	Depletion	11.576754126063191
FIP1L1	0.1611	TFBSrm	Luo2022	Negative	0.0	Depletion	11.373659632624957
ZNF101	0.3666	TFBSrm	Luo2022	Negative	0.0	Depletion	11.260427655549908
ZNF283	0.7459	TFBSrm	Luo2022	Negative	2.34e-84	Depletion	11.069050968832476
PBX1-2-3	0.7983	TFBSrm	Luo2022	Negative	3.6699999999999995e-30	Depletion	10.407823242604133
ZBTB26	0.2101	TFBSrm	Luo2022	Negative	0.0	Depletion	10.291579099865286
ZNF843	0.4489	TFBSrm	Luo2022	Negative	0.0	Depletion	10.092051478387727
RREB1	0.4642	TFBSrm	Luo2022	Negative	0.0	Depletion	9.987162775294827
ZNF622	0.0154	TFBSrm	Luo2022	Negative	3.1899999999999996e-52	Depletion	9.651695136951838
HNF4G	0.9015	TFBSrm	Luo2022	Negative	1.66e-30	Depletion	9.630784142589857
ZNF431	0.5701	TFBSrm	Luo2022	Negative	1.7e-07	Depletion	9.603800652904264
ZNF132	0.6336	TFBSrm	Luo2022	Negative	2.21e-06	Depletion	9.414539270491499
ZNF260	0.6323	TFBSrm	Luo2022	Negative	1.83e-28	Depletion	9.355561410532161
FANCL	0.0794	TFBSrm	Luo2022	Negative	0.0	Depletion	9.304518323509802
ZNF16	0.7931	TFBSrm	Luo2022	Negative	4.7e-06	Depletion	9.285670240254767
ZNF76	0.2877	TFBSrm	Luo2022	Negative	0.0	Depletion	9.282329496997738
HCFC1	0.0410	TFBSrm	Luo2022	Negative	0.0	Depletion	9.25649023527157
ZNF264	0.5488	TFBSrm	Luo2022	Negative	0.0	Depletion	9.122053048370812
MBD3	0.5607	TFBSrm	Luo2022	Negative	0.0	Depletion	9.087777943467584
ZBTB18	0.7607	TFBSrm	Luo2022	Negative	1.05e-11	Depletion	8.924453038607469
IRF3	0.2327	TFBSrm	Luo2022	Negative	0.0	Depletion	8.88941028970075
ILF3	0.7368	TFBSrm	Luo2022	Negative	0.0	Depletion	8.829738284605043
SUPT16H	0.7694	TFBSrm	Luo2022	Negative	1.17e-140	Depletion	8.723538195826755
ZNF707	0.7071	TFBSrm	Luo2022	Negative	1.62e-11	Depletion	8.141462802430361
MCRS1	0.1936	TFBSrm	Luo2022	Negative	0.0	Depletion	8.119186407719209
ZMIZ1	0.6092	TFBSrm	Luo2022	Negative	0.0	Depletion	7.73754891026957
SNAPC1	0.1561	TFBSrm	Luo2022	Negative	0.0	Depletion	7.6252516539898965
PRDM4	0.5742	TFBSrm	Luo2022	Negative	0.0	Depletion	7.531652669587842
ZNF280D	0.5438	TFBSrm	Luo2022	Negative	2.4899999999999997e-188	Depletion	7.39577394691553
KLF14	0.2345	TFBSrm	Luo2022	Negative	0.0	Depletion	7.291579099865287
ZNF781	0.5938	TFBSrm	Luo2022	Negative	3.2500000000000004e-43	Depletion	7.279014255846261
CTBP1	0.3515	TFBSrm	Luo2022	Negative	0.0	Depletion	7.146910470148135
TP63	0.8882	TFBSrm	Luo2022	Negative	3.17e-69	Depletion	7.097453220686009
ZNF280A	0.6909	TFBSrm	Luo2022	Negative	9.319999999999999e-67	Depletion	7.092051478387727
SMAD1	0.5277	TFBSrm	Luo2022	Negative	0.0	Depletion	6.943095148663527
ZNF197	0.4500	TFBSrm	Luo2022	Negative	2.5e-57	Depletion	6.812479279163537
DDX20	0.6017	TFBSrm	Luo2022	Negative	9.25e-214	Depletion	6.684029654543083
ZNF519	0.2565	TFBSrm	Luo2022	Negative	0.0	Depletion	6.5968794788241825
TASOR	0.2078	TFBSrm	Luo2022	Negative	9.51e-77	Depletion	6.560667306169737
GATAD2B	0.6299	TFBSrm	Luo2022	Negative	0.0	Depletion	6.244887733604929
GABPB1	0.5491	TFBSrm	Luo2022	Negative	0.0	Depletion	6.1904402853647325
MAZ	0.0895	TFBSrm	Luo2022	Negative	0.0	Depletion	6.104577453960592
KDM3A	0.5777	TFBSrm	Luo2022	Negative	0.0	Depletion	6.095284454721319
CBX4	0.2728	TFBSrm	Luo2022	Negative	0.0	Depletion	6.023650020996727
GATA6	0.8218	TFBSrm	Luo2022	Negative	1.47e-92	Depletion	5.8996294548824375
KDM4A	0.2009	TFBSrm	Luo2022	Negative	0.0	Depletion	5.896196279044043
ZNF124	0.4944	TFBSrm	Luo2022	Negative	6.38e-09	Depletion	5.782516055786093
ZNF333	0.7223	TFBSrm	Luo2022	Negative	2.98e-12	Depletion	5.603800652904264
ISL2	0.4201	TFBSrm	Luo2022	Negative	0.0	Depletion	5.492144128304169
PAX8	0.5218	TFBSrm	Luo2022	Negative	5.9100000000000005e-99	Depletion	5.3788237182249645
OVOL1	0.8113	TFBSrm	Luo2022	Negative	8.36e-44	Depletion	5.149353764816934
ZNF681	0.4175	TFBSrm	Luo2022	Negative	3.64e-13	Depletion	4.761953896871205
SMARCD3	0.7282	TFBSrm	Luo2022	Negative	7.25e-262	Depletion	4.73754891026957
ZBTB12	0.4653	TFBSrm	Luo2022	Negative	0.0	Depletion	4.610833915635467
PML	0.2162	TFBSrm	Luo2022	Negative	0.0	Depletion	4.586700235918748
ZNF493	0.6195	TFBSrm	Luo2022	Negative	0.000482	Depletion	4.45717457304082
KDM5B	0.1417	TFBSrm	Luo2022	Negative	0.0	Depletion	4.430626090384954
INSM2	0.4805	TFBSrm	Luo2022	Negative	0.0	Depletion	4.236572006437063
RBM15	0.1812	TFBSrm	Luo2022	Negative	1.98e-37	Depletion	4.229884705212898
CREBBP	0.4366	TFBSrm	Luo2022	Negative	0.0	Depletion	4.209714835966758
ZNF263	0.4311	TFBSrm	Luo2022	Negative	0.0	Depletion	4.196542884351586
CIITA	0.7342	TFBSrm	Luo2022	Negative	2.41e-09	Depletion	4.11690664142431
HDAC2	0.1596	TFBSrm	Luo2022	Negative	0.0	Depletion	3.9788107009300617
OTX2	0.8109	TFBSrm	Luo2022	Negative	1.43e-93	Depletion	3.815308569182401
ZNF273	0.4068	TFBSrm	Luo2022	Negative	0.0	Depletion	3.779891911959945
ZNF282	0.4042	TFBSrm	Luo2022	Negative	0.0	Depletion	3.7721132953863266
XRN2	0.1445	TFBSrm	Luo2022	Negative	0.0	Depletion	3.7644715530924513
ZFP69B	0.5614	TFBSrm	Luo2022	Negative	0.0	Depletion	3.5816987086802543
NELFCD	0.3116	TFBSrm	Luo2022	Negative	0.0	Depletion	3.573488738635425
DDX21	0.0965	TFBSrm	Luo2022	Negative	0.0	Depletion	3.4424927980943423
DPF2	0.3372	TFBSrm	Luo2022	Negative	0.0	Depletion	3.428291168191312
MNX1	0.5521	TFBSrm	Luo2022	Negative	0.0	Depletion	3.3585258894959003
PITX3	0.9643	TFBSrm	Luo2022	Negative	1.82e-09	Depletion	3.3242216583259148
ZBTB14	0.0412	TFBSrm	Luo2022	Negative	0.0	Depletion	3.248720896016658
PRPF4	0.8206	TFBSrm	Luo2022	Negative	2.89e-153	Depletion	3.212539525481585
MED26	0.1132	TFBSrm	Luo2022	Negative	0.0	Depletion	3.0150228735845066
RUVBL2	0.1382	TFBSrm	Luo2022	Negative	0.0	Depletion	2.9355420107730814
IRF8	0.8279	TFBSrm	Luo2022	Negative	3.16e-34	Depletion	2.886056647693163
TCF7L2	0.5601	TFBSrm	Luo2022	Negative	0.0	Depletion	2.7619538968712045
E2F8	0.8199	TFBSrm	Luo2022	Negative	6.280000000000001e-132	Depletion	2.7594507517174
BCLAF1	0.5408	TFBSrm	Luo2022	Negative	9.259999999999999e-240	Depletion	2.673664139071249
THAP1	0.4234	TFBSrm	Luo2022	Negative	0.0	Depletion	2.6556077263148894
ONECUT1	0.9333	TFBSrm	Luo2022	Negative	6.69e-14	Depletion	2.6478174818886373
GMEB1	0.1362	TFBSrm	Luo2022	Negative	0.0	Depletion	2.537602002101044
ZNF776	0.5583	TFBSrm	Luo2022	Negative	2.59e-25	Depletion	2.4828041020500256
KAT8	0.3421	TFBSrm	Luo2022	Negative	9.989999999999999e-42	Depletion	2.438898616350944
SP7	0.7818	TFBSrm	Luo2022	Negative	0.0	Depletion	2.425968732272281
KAT2A	0.4239	TFBSrm	Luo2022	Negative	0.0	Depletion	2.303643611266668
TSHZ1	0.8540	TFBSrm	Luo2022	Negative	6.6e-25	Depletion	2.3018994543766103
SP4	0.1817	TFBSrm	Luo2022	Negative	0.0	Depletion	2.2975694635544746
HIVEP1	0.8117	TFBSrm	Luo2022	Negative	0.0	Depletion	2.283996656365201
ZZZ3	0.7962	TFBSrm	Luo2022	Negative	6.63e-20	Depletion	2.2700257143004445
MTA3	0.8123	TFBSrm	Luo2022	Negative	0.0	Depletion	2.234331445240986
SPDEF	0.7803	TFBSrm	Luo2022	Negative	1.0800000000000001e-276	Depletion	2.156144577376839
ZNF143	0.4603	TFBSrm	Luo2022	Negative	0.0	Depletion	2.1243600629958315
ZNF664	0.9445	TFBSrm	Luo2022	Negative	6.68e-05	Depletion	2.068033885271827
NFYB	0.2495	TFBSrm	Luo2022	Negative	0.0	Depletion	2.047207556955908
DDX5	0.5492	TFBSrm	Luo2022	Negative	0.0	Depletion	2.0231916626619335
ZEB1	0.2951	TFBSrm	Luo2022	Negative	0.0	Depletion	1.9430951486635273
DMAP1	0.5779	TFBSrm	Luo2022	Negative	0.0	Depletion	1.9030899869919435
SIX5	0.3870	TFBSrm	Luo2022	Negative	0.0	Depletion	1.8860566476931633
HNF4A	0.6161	TFBSrm	Luo2022	Negative	0.0	Depletion	1.85078088734462
ZBTB21	0.7167	TFBSrm	Luo2022	Negative	0.0	Depletion	1.7772835288524167
KLF4	0.6592	TFBSrm	Luo2022	Negative	0.0	Depletion	1.7520267336381934
NRL	0.2552	TFBSrm	Luo2022	Negative	0.0	Depletion	1.7375489102695705
FOXO1	0.6750	TFBSrm	Luo2022	Negative	0.0	Depletion	1.7375489102695705
ELK4	0.2670	TFBSrm	Luo2022	Negative	0.0	Depletion	1.7258421507363202
ZNF121	0.7688	TFBSrm	Luo2022	Negative	2.61e-196	Depletion	1.6840296545430822
ZNF784	0.4276	TFBSrm	Luo2022	Negative	1.47e-36	Depletion	1.6382721639824072
BMPR1A	0.6114	TFBSrm	Luo2022	Negative	0.0	Depletion	1.630784142589857
HNRNPUL1	0.3776	TFBSrm	Luo2022	Negative	0.0	Depletion	1.6055483191737838
RCOR1	0.5939	TFBSrm	Luo2022	Negative	0.0	Depletion	1.6020599913279623
AGO1	0.4362	TFBSrm	Luo2022	Negative	0.0	Depletion	1.585026652029182
HNRNPL	0.8488	TFBSrm	Luo2022	Negative	1.03e-201	Depletion	1.585026652029182
SREBP2	0.3224	TFBSrm	Luo2022	Negative	0.0	Depletion	1.5718652059712113
ASH1L	0.2645	TFBSrm	Luo2022	Negative	0.0	Depletion	1.442492798094342
ZNF530	0.7082	TFBSrm	Luo2022	Negative	3.74e-09	Depletion	1.4111682744057927
ICE1	0.5519	TFBSrm	Luo2022	Negative	2.65e-16	Depletion	1.3990271043132518
TBL1X	0.5521	TFBSrm	Luo2022	Negative	0.0	Depletion	1.3925449767853315
NCAPH2	0.3215	TFBSrm	Luo2022	Negative	0.0	Depletion	1.3798639450262424
ERF	0.4338	TFBSrm	Luo2022	Negative	0.0	Depletion	1.3526170298853801
SP140L	0.5229	TFBSrm	Luo2022	Negative	0.0	Depletion	1.342944147142896
RFX2	0.3618	TFBSrm	Luo2022	Negative	2.44e-76	Depletion	
GTF2B	0.3176	TFBSrm	Luo2022	Negative	0.0	Depletion	
KMT2A	0.0478	TFBSrm	Luo2022	Negative	0.0	Depletion	
DNMT1	0.7712	TFBSrm	Luo2022	Negative	5.5e-07	Depletion	
CDK8	0.2627	TFBSrm	Luo2022	Negative	0.0	Depletion	
ARID2	0.0619	TFBSrm	Luo2022	Negative	0.0	Depletion	
KLF13	0.4850	TFBSrm	Luo2022	Negative	0.0	Depletion	
SP1	0.1140	TFBSrm	Luo2022	Negative	0.0	Depletion	
BCL11A	0.7345	TFBSrm	Luo2022	Negative	3.07e-250	Depletion	
NR2C1	0.5898	TFBSrm	Luo2022	Negative	0.0	Depletion	
KLF5	0.3000	TFBSrm	Luo2022	Negative	0.0	Depletion	
HMGN3	0.3214	TFBSrm	Luo2022	Negative	0.0	Depletion	
PRDM15	0.3173	TFBSrm	Luo2022	Negative	0.0	Depletion	
ZMYND11	0.9354	TFBSrm	Luo2022	Negative	4.88e-09	Depletion	
ZBTB11	0.3098	TFBSrm	Luo2022	Negative	0.0	Depletion	
SKI	0.2462	TFBSrm	Luo2022	Negative	0.0	Depletion	
MRTFA	0.5463	TFBSrm	Luo2022	Negative	0.0	Depletion	
ZNF501	0.1653	TFBSrm	Luo2022	Negative	0.0	Depletion	
PCGF2	0.5242	TFBSrm	Luo2022	Negative	0.0	Depletion	
STAT1	0.3803	TFBSrm	Luo2022	Negative	0.0	Depletion	
ZBTB20	0.5523	TFBSrm	Luo2022	Negative	0.0	Depletion	
NR2F1	0.3625	TFBSrm	Luo2022	Negative	0.0	Depletion	
HIF1A	0.4469	TFBSrm	Luo2022	Negative	0.0	Depletion	
SETDB1	0.8641	TFBSrm	Luo2022	Negative	3.21e-54	Depletion	
TEAD4	0.9403	TFBSrm	Luo2022	Negative	4.75e-13	Depletion	
ZNF213	0.3024	TFBSrm	Luo2022	Negative	0.0	Depletion	
ZEB2	0.6101	TFBSrm	Luo2022	Negative	0.0	Depletion	
RB1	0.2506	TFBSrm	Luo2022	Negative	0.0	Depletion	
VEZF1	0.3711	TFBSrm	Luo2022	Negative	0.0	Depletion	
ZNF223	0.5309	TFBSrm	Luo2022	Negative	6.11e-130	Depletion	
DRAP1	0.7291	TFBSrm	Luo2022	Negative	0.0	Depletion	
ZNF577	0.4293	TFBSrm	Luo2022	Negative	0.0	Depletion	
CHD2	0.1242	TFBSrm	Luo2022	Negative	0.0	Depletion	
RFX5	0.8685	TFBSrm	Luo2022	Negative	1.34e-60	Depletion	
CDK9	0.1693	TFBSrm	Luo2022	Negative	0.0	Depletion	
HSF1	0.4712	TFBSrm	Luo2022	Negative	0.0	Depletion	
L3MBTL4	0.4892	TFBSrm	Luo2022	Negative	0.0	Depletion	
ZFX	0.0612	TFBSrm	Luo2022	Negative	0.0	Depletion	
ZNF18	0.6918	TFBSrm	Luo2022	Negative	0.0	Depletion	
ELF4	0.5241	TFBSrm	Luo2022	Negative	0.0	Depletion	
ZNF324	0.5255	TFBSrm	Luo2022	Negative	0.0	Depletion	
ZNF596	0.3509	TFBSrm	Luo2022	Negative	0.0	Depletion	
ZBED4	0.5575	TFBSrm	Luo2022	Negative	0.0	Depletion	
ZNF148	0.6348	TFBSrm	Luo2022	Negative	0.0	Depletion	
CBX1	0.2341	TFBSrm	Luo2022	Negative	0.0	Depletion	
ZNF468	0.2565	TFBSrm	Luo2022	Negative	0.0	Depletion	
BRD9	0.2901	TFBSrm	Luo2022	Negative	0.0	Depletion	
CEBPA	0.9399	TFBSrm	Luo2022	Negative	3.99e-13	Depletion	
PAXIP1	0.6619	TFBSrm	Luo2022	Negative	0.0	Depletion	
MAF1	0.3924	TFBSrm	Luo2022	Negative	0.0	Depletion	
DR1	0.1966	TFBSrm	Luo2022	Negative	0.0	Depletion	
YBX3	0.2801	TFBSrm	Luo2022	Negative	3.7099999999999996e-67	Depletion	
ZNF141	0.8442	TFBSrm	Luo2022	Negative	2.29e-10	Depletion	
ZNF423	0.5023	TFBSrm	Luo2022	Negative	0.0	Depletion	
UBN1	0.8398	TFBSrm	Luo2022	Negative	3.6e-59	Depletion	
EZH2	0.4230	TFBSrm	Luo2022	Negative	0.0	Depletion	
ZNF274	0.6264	TFBSrm	Luo2022	Negative	0.0	Depletion	
KAT2B	0.4401	TFBSrm	Luo2022	Negative	5.75e-227	Depletion	
ZNF658	0.5708	TFBSrm	Luo2022	Negative	1.23e-06	Depletion	
NUTM1	0.7658	TFBSrm	Luo2022	Negative	6.179999999999999e-288	Depletion	
MECOM	0.7004	TFBSrm	Luo2022	Negative	0.0	Depletion	
SIN3A	0.0304	TFBSrm	Luo2022	Negative	0.0	Depletion	
PPARGC1A	0.4715	TFBSrm	Luo2022	Negative	1.95e-05	Depletion	
KLF16	0.4525	TFBSrm	Luo2022	Negative	0.0	Depletion	
HNF1B	0.4285	TFBSrm	Luo2022	Negative	0.0	Depletion	
ZMYM2	0.3085	TFBSrm	Luo2022	Negative	3.2399999999999994e-89	Depletion	
DIDO1	0.4231	TFBSrm	Luo2022	Negative	0.0	Depletion	
OGT	0.2033	TFBSrm	Luo2022	Negative	0.0	Depletion	
LMO2	0.9410	TFBSrm	Luo2022	Negative	2.2400000000000003e-21	Depletion	
MNT	0.1696	TFBSrm	Luo2022	Negative	0.0	Depletion	
POU5F1	0.2264	TFBSrm	Luo2022	Negative	0.0	Depletion	
ZNF398	0.4776	TFBSrm	Luo2022	Negative	0.0	Depletion	
IRF5	0.4745	TFBSrm	Luo2022	Negative	1.14e-99	Depletion	
TBX21	0.8110	TFBSrm	Luo2022	Negative	3.36e-104	Depletion	
KDM6B	0.5164	TFBSrm	Luo2022	Negative	0.0	Depletion	
PHF21A	0.6158	TFBSrm	Luo2022	Negative	0.0	Depletion	
MLXIP	0.6762	TFBSrm	Luo2022	Negative	9.31e-12	Depletion	
TBP	0.0479	TFBSrm	Luo2022	Negative	0.0	Depletion	
NFRKB	0.6048	TFBSrm	Luo2022	Negative	0.0	Depletion	
MGA	0.7507	TFBSrm	Luo2022	Negative	0.0	Depletion	
KLF7	0.2902	TFBSrm	Luo2022	Negative	0.0	Depletion	
HDAC1	0.0898	TFBSrm	Luo2022	Negative	0.0	Depletion	
NCOA4	0.4509	TFBSrm	Luo2022	Negative	7.1899999999999995e-34	Depletion	
ZNF320	0.8129	TFBSrm	Luo2022	Negative	3.63e-24	Depletion	
RNF2	0.1550	TFBSrm	Luo2022	Negative	0.0	Depletion	
JMJD1C	0.7477	TFBSrm	Luo2022	Negative	3.11e-217	Depletion	
MZF1	0.6497	TFBSrm	Luo2022	Negative	0.0	Depletion	
ZNF674	0.3964	TFBSrm	Luo2022	Negative	3.75e-273	Depletion	
CBX7	0.3299	TFBSrm	Luo2022	Negative	0.0	Depletion	
ZSCAN22	0.3809	TFBSrm	Luo2022	Negative	0.0	Depletion	
SIN3B	0.3099	TFBSrm	Luo2022	Negative	0.0	Depletion	
MBD2	0.7093	TFBSrm	Luo2022	Negative	0.0	Depletion	
ZFP42	0.6659	TFBSrm	Luo2022	Negative	1.2800000000000001e-27	Depletion	
JUND	0.8147	TFBSrm	Luo2022	Negative	1.1700000000000001e-110	Depletion	
TCOF1	0.3901	TFBSrm	Luo2022	Negative	2.17e-15	Depletion	
ZSCAN21	0.6467	TFBSrm	Luo2022	Negative	0.0	Depletion	
ZNF232	0.3526	TFBSrm	Luo2022	Negative	0.0	Depletion	
RBM34	0.0612	TFBSrm	Luo2022	Negative	1.4e-209	Depletion	
ZNF146	0.3035	TFBSrm	Luo2022	Negative	0.0	Depletion	
SMARCC1	0.2434	TFBSrm	Luo2022	Negative	0.0	Depletion	
NONO	0.0891	TFBSrm	Luo2022	Negative	0.0	Depletion	
NEUROD1	0.1460	TFBSrm	Luo2022	Negative	0.0	Depletion	
MTF2	0.5551	TFBSrm	Luo2022	Negative	0.0	Depletion	
MXD4	0.6411	TFBSrm	Luo2022	Negative	0.0	Depletion	
ARID3B	0.4813	TFBSrm	Luo2022	Negative	5.050000000000001e-103	Depletion	
RORC	0.7326	TFBSrm	Luo2022	Negative	0.0	Depletion	
AFF4	0.2174	TFBSrm	Luo2022	Negative	0.0	Depletion	
ZNF558	0.9244	TFBSrm	Luo2022	Negative	6.41e-09	Depletion	
ELF5	0.5848	TFBSrm	Luo2022	Negative	1.05e-05	Depletion	
ZNF561	0.3749	TFBSrm	Luo2022	Negative	0.0	Depletion	
PRDM14	0.8049	TFBSrm	Luo2022	Negative	4.47e-250	Depletion	
ATRX	0.5694	TFBSrm	Luo2022	Negative	0.0	Depletion	
PRDM10	0.8210	TFBSrm	Luo2022	Negative	5.56e-301	Depletion	
TFCP2	0.3145	TFBSrm	Luo2022	Negative	4e-11	Depletion	
ZBTB7B	0.6859	TFBSrm	Luo2022	Negative	0.0	Depletion	
ZKSCAN2	0.5317	TFBSrm	Luo2022	Negative	2.46e-77	Depletion	
ZNF436	0.6903	TFBSrm	Luo2022	Negative	1.22e-20	Depletion	
NR0B1	0.4918	TFBSrm	Luo2022	Negative	3.53e-63	Depletion	
ASH2L	0.2602	TFBSrm	Luo2022	Negative	0.0	Depletion	
CTNNB1	0.4193	TFBSrm	Luo2022	Negative	0.0	Depletion	
ZNF524	0.2000	TFBSrm	Luo2022	Negative	0.0	Depletion	
HIF3A	0.6962	TFBSrm	Luo2022	Negative	0.0	Depletion	
E2F5	0.6130	TFBSrm	Luo2022	Negative	3.79e-63	Depletion	
MYNN	0.4931	TFBSrm	Luo2022	Negative	0.0	Depletion	
ZHX2	0.5600	TFBSrm	Luo2022	Negative	0.0	Depletion	
PCGF1	0.5997	TFBSrm	Luo2022	Negative	0.0	Depletion	
SP5	0.5774	TFBSrm	Luo2022	Negative	0.0	Depletion	
ZNF652	0.7705	TFBSrm	Luo2022	Negative	5.72e-224	Depletion	
ZNF221	0.2745	TFBSrm	Luo2022	Negative	4.4899999999999995e-52	Depletion	
LMO1	0.5647	TFBSrm	Luo2022	Negative	0.0	Depletion	
ZNF560	0.5932	TFBSrm	Luo2022	Negative	1.65e-16	Depletion	
SUPT6H	0.7072	TFBSrm	Luo2022	Negative	0.0	Depletion	
CHD8	0.7024	TFBSrm	Luo2022	Negative	0.0	Depletion	
BRD7	0.4340	TFBSrm	Luo2022	Negative	0.0	Depletion	
HBP1	0.3464	TFBSrm	Luo2022	Negative	0.0	Depletion	
SMAD5	0.3991	TFBSrm	Luo2022	Negative	0.0	Depletion	
ZNF550	0.6941	TFBSrm	Luo2022	Negative	0.0	Depletion	
TET2	0.5124	TFBSrm	Luo2022	Negative	0.0	Depletion	
ZNF157	0.7758	TFBSrm	Luo2022	Negative	7.01e-15	Depletion	
PAF1	0.7625	TFBSrm	Luo2022	Negative	0.0	Depletion	
SETX	0.8382	TFBSrm	Luo2022	Negative	1.41e-13	Depletion	
YY1AP1	0.7912	TFBSrm	Luo2022	Negative	9.459999999999999e-147	Depletion	
KAT7	0.6473	TFBSrm	Luo2022	Negative	0.0	Depletion	
E4F1	0.8088	TFBSrm	Luo2022	Negative	4.77e-209	Depletion	
ZNF574	0.6024	TFBSrm	Luo2022	Negative	0.0	Depletion	
KLF9	0.1586	TFBSrm	Luo2022	Negative	0.0	Depletion	
AHR	0.7833	TFBSrm	Luo2022	Negative	1.51e-317	Depletion	
SOX6	0.3577	TFBSrm	Luo2022	Negative	0.0	Depletion	
KDM4C	0.0339	TFBSrm	Luo2022	Negative	0.0	Depletion	
ZNF675	0.3989	TFBSrm	Luo2022	Negative	3.6100000000000004e-185	Depletion	
